gene_stable_id	transcript_stable_id	protein_stable_id	xref	db_name	info_type	source_identity	xref_identity	linkage_type
Solyc05g013050.3	Solyc05g013050.3.1	Solyc05g013050.3.1	104647326	EntrezGene	DEPENDENT	-	-	-
Solyc05g013060.3	Solyc05g013060.3.1	Solyc05g013060.3.1	104644345	EntrezGene	DEPENDENT	-	-	-
Solyc05g013070.3	Solyc05g013070.3.1	Solyc05g013070.3.1	101259335	EntrezGene	DEPENDENT	-	-	-
Solyc05g013130.3	Solyc05g013130.3.1	Solyc05g013130.3.1	101260534	EntrezGene	DEPENDENT	-	-	-
Solyc05g013160.3	Solyc05g013160.3.1	Solyc05g013160.3.1	101259632	EntrezGene	DEPENDENT	-	-	-
Solyc05g013190.3	Solyc05g013190.3.1	Solyc05g013190.3.1	101261920	EntrezGene	DEPENDENT	-	-	-
Solyc05g013207.1	Solyc05g013207.1.1	Solyc05g013207.1.1	101262214	EntrezGene	DEPENDENT	-	-	-
Solyc05g013280.3	Solyc05g013280.3.1	Solyc05g013280.3.1	101263413	EntrezGene	DEPENDENT	-	-	-
Solyc05g013290.1	Solyc05g013290.1.1	Solyc05g013290.1.1.1	101263706	EntrezGene	DEPENDENT	-	-	-
Solyc05g013300.1	Solyc05g013300.1.1	Solyc05g013300.1.1.1	101264008	EntrezGene	DEPENDENT	-	-	-
Solyc05g013310.1	Solyc05g013310.1.1	Solyc05g013310.1.1.1	109120256	EntrezGene	DEPENDENT	-	-	-
Solyc05g013320.1	Solyc05g013320.1.1	Solyc05g013320.1.1.1	101268866	EntrezGene	DEPENDENT	-	-	-
Solyc05g013340.3	Solyc05g013340.3.1	Solyc05g013340.3.1	101264626	EntrezGene	DEPENDENT	-	-	-
Solyc05g013350.3	Solyc05g013350.3.1	Solyc05g013350.3.1	101264930	EntrezGene	DEPENDENT	-	-	-
Solyc05g013370.1	Solyc05g013370.1.1	Solyc05g013370.1.1.1	104647464	EntrezGene	DEPENDENT	-	-	-
Solyc05g013380.3	Solyc05g013380.3.1	Solyc05g013380.3.1	101265236	EntrezGene	DEPENDENT	-	-	-
Solyc05g013410.3	Solyc05g013410.3.1	Solyc05g013410.3.1	101265542	EntrezGene	DEPENDENT	-	-	-
Solyc05g013440.3	Solyc05g013440.3.1	Solyc05g013440.3.1	101266123	EntrezGene	DEPENDENT	-	-	-
Solyc05g013420.1	Solyc05g013420.1.1	Solyc05g013420.1.1.1	101265825	EntrezGene	DEPENDENT	-	-	-
Solyc05g013430.1	Solyc05g013430.1.1	Solyc05g013430.1.1.1	101244487	EntrezGene	DEPENDENT	-	-	-
Solyc05g013460.3	Solyc05g013460.3.1	Solyc05g013460.3.1	101266722	EntrezGene	DEPENDENT	-	-	-
Solyc05g013470.3	Solyc05g013470.3.1	Solyc05g013470.3.1	101245058	EntrezGene	DEPENDENT	-	-	-
Solyc05g013480.3	Solyc05g013480.3.1	Solyc05g013480.3.1	101267023	EntrezGene	DEPENDENT	-	-	-
Solyc05g013510.3	Solyc05g013510.3.1	Solyc05g013510.3.1	101267311	EntrezGene	DEPENDENT	-	-	-
Solyc05g013540.1	Solyc05g013540.1.1	Solyc05g013540.1.1.1	101246247	EntrezGene	DEPENDENT	-	-	-
Solyc05g013570.3	Solyc05g013570.3.1	Solyc05g013570.3.1	101268394	EntrezGene	DEPENDENT	-	-	-
Solyc05g013670.3	Solyc05g013670.3.1	Solyc05g013670.3.1	101244485	EntrezGene	DEPENDENT	-	-	-
Solyc05g013710.3	Solyc05g013710.3.1	Solyc05g013710.3.1	101245648	EntrezGene	DEPENDENT	-	-	-
Solyc05g013720.3	Solyc05g013720.3.1	Solyc05g013720.3.1	101245945	EntrezGene	DEPENDENT	-	-	-
Solyc05g013730.3	Solyc05g013730.3.1	Solyc05g013730.3.1	101246426	EntrezGene	DEPENDENT	-	-	-
Solyc05g013740.3	Solyc05g013740.3.1	Solyc05g013740.3.1	101246716	EntrezGene	DEPENDENT	-	-	-
Solyc05g013750.3	Solyc05g013750.3.1	Solyc05g013750.3.1	101247018	EntrezGene	DEPENDENT	-	-	-
Solyc05g013780.2	Solyc05g013780.2.1	Solyc05g013780.2.1	101247822	EntrezGene	DEPENDENT	-	-	-
Solyc05g013850.2	Solyc05g013850.2.1	Solyc05g013850.2.1	101249174	EntrezGene	DEPENDENT	-	-	-
Solyc05g013870.3	Solyc05g013870.3.1	Solyc05g013870.3.1	101249457	EntrezGene	DEPENDENT	-	-	-
Solyc05g013880.1	Solyc05g013880.1.1	Solyc05g013880.1.1.1	101249728	EntrezGene	DEPENDENT	-	-	-
Solyc05g013930.2	Solyc05g013930.2.1	Solyc05g013930.2.1	101250017	EntrezGene	DEPENDENT	-	-	-
Solyc05g013960.3	Solyc05g013960.3.1	Solyc05g013960.3.1	101250889	EntrezGene	DEPENDENT	-	-	-
Solyc05g013980.3	Solyc05g013980.3.1	Solyc05g013980.3.1	101251474	EntrezGene	DEPENDENT	-	-	-
Solyc05g013990.3	Solyc05g013990.3.1	Solyc05g013990.3.1	101251777	EntrezGene	DEPENDENT	-	-	-
Solyc05g014000.3	Solyc05g014000.3.1	Solyc05g014000.3.1	101252082	EntrezGene	DEPENDENT	-	-	-
Solyc05g014030.3	Solyc05g014030.3.1	Solyc05g014030.3.1	101252391	EntrezGene	DEPENDENT	-	-	-
Solyc05g014050.3	Solyc05g014050.3.1	Solyc05g014050.3.1	101252687	EntrezGene	DEPENDENT	-	-	-
Solyc05g014120.1	Solyc05g014120.1.1	Solyc05g014120.1.1.1	101254202	EntrezGene	DEPENDENT	-	-	-
Solyc05g014130.3	Solyc05g014130.3.1	Solyc05g014130.3.1	101251779	EntrezGene	DEPENDENT	-	-	-
Solyc05g014200.3	Solyc05g014200.3.1	Solyc05g014200.3.1	101252084	EntrezGene	DEPENDENT	-	-	-
Solyc05g014230.3	Solyc05g014230.3.1	Solyc05g014230.3.1	101255095	EntrezGene	DEPENDENT	-	-	-
Solyc05g014250.3	Solyc05g014250.3.1	Solyc05g014250.3.1	101255692	EntrezGene	DEPENDENT	-	-	-
Solyc05g014290.3	Solyc05g014290.3.1	Solyc05g014290.3.1	101256283	EntrezGene	DEPENDENT	-	-	-
Solyc05g014310.3	Solyc05g014310.3.1	Solyc05g014310.3.1	101256588	EntrezGene	DEPENDENT	-	-	-
Solyc05g014320.3	Solyc05g014320.3.1	Solyc05g014320.3.1	101256876	EntrezGene	DEPENDENT	-	-	-
Solyc05g014340.3	Solyc05g014340.3.1	Solyc05g014340.3.1	101257170	EntrezGene	DEPENDENT	-	-	-
Solyc05g014370.3	Solyc05g014370.3.1	Solyc05g014370.3.1	101257469	EntrezGene	DEPENDENT	-	-	-
Solyc05g014470.3	Solyc05g014470.3.1	Solyc05g014470.3.1	101258368	EntrezGene	DEPENDENT	-	-	-
Solyc05g014510.3	Solyc05g014510.3.1	Solyc05g014510.3.1	101259438	EntrezGene	DEPENDENT	-	-	-
Solyc05g014540.3	Solyc05g014540.3.1	Solyc05g014540.3.1	101259745	EntrezGene	DEPENDENT	-	-	-
Solyc05g014560.3	Solyc05g014560.3.1	Solyc05g014560.3.1	101260342	EntrezGene	DEPENDENT	-	-	-
Solyc05g014590.3	Solyc05g014590.3.1	Solyc05g014590.3.1	101260639	EntrezGene	DEPENDENT	-	-	-
Solyc05g014640.3	Solyc05g014640.3.1	Solyc05g014640.3.1	101256284	EntrezGene	DEPENDENT	-	-	-
Solyc05g014790.3	Solyc05g014790.3.1	Solyc05g014790.3.1	101263024	EntrezGene	DEPENDENT	-	-	-
Solyc05g014800.1	Solyc05g014800.1.1	Solyc05g014800.1.1	101263314	EntrezGene	DEPENDENT	-	-	-
Solyc05g014890.1	Solyc05g014890.1.1	Solyc05g014890.1.1	101260728	EntrezGene	DEPENDENT	-	-	-
Solyc05g014970.3	Solyc05g014970.3.1	Solyc05g014970.3.1	101264119	EntrezGene	DEPENDENT	-	-	-
Solyc05g014980.3	Solyc05g014980.3.1	Solyc05g014980.3.1	101264422	EntrezGene	DEPENDENT	-	-	-
Solyc05g015050.3	Solyc05g015050.3.1	Solyc05g015050.3.1	101265024	EntrezGene	DEPENDENT	-	-	-
Solyc05g015060.3	Solyc05g015060.3.1	Solyc05g015060.3.1	101265639	EntrezGene	DEPENDENT	-	-	-
Solyc05g015150.3	Solyc05g015150.3.1	Solyc05g015150.3.1	101265921	EntrezGene	DEPENDENT	-	-	-
Solyc05g015160.3	Solyc05g015160.3.1	Solyc05g015160.3.1	101266218	EntrezGene	DEPENDENT	-	-	-
Solyc05g015300.3	Solyc05g015300.3.1	Solyc05g015300.3.1	101268865	EntrezGene	DEPENDENT	-	-	-
Solyc05g015310.3	Solyc05g015310.3.1	Solyc05g015310.3.1	101267706	EntrezGene	DEPENDENT	-	-	-
Solyc05g015320.3	Solyc05g015320.3.1	Solyc05g015320.3.1	101267403	EntrezGene	DEPENDENT	-	-	-
Solyc05g015330.1	Solyc05g015330.1.1	Solyc05g015330.1.1.1	101265544	EntrezGene	DEPENDENT	-	-	-
Solyc05g015350.3	Solyc05g015350.3.1	Solyc05g015350.3.1	101268279	EntrezGene	DEPENDENT	-	-	-
Solyc05g015390.3	Solyc05g015390.3.1	Solyc05g015390.3.1	101268572	EntrezGene	DEPENDENT	-	-	-
Solyc05g015470.1	Solyc05g015470.1.1	Solyc05g015470.1.1.1	101243890	EntrezGene	DEPENDENT	-	-	-
Solyc05g015480.3	Solyc05g015480.3.1	Solyc05g015480.3.1	101244665	EntrezGene	DEPENDENT	-	-	-
Solyc05g015490.3	Solyc05g015490.3.1	Solyc05g015490.3.1	101244954	EntrezGene	DEPENDENT	-	-	-
Solyc05g015510.3	Solyc05g015510.3.1	Solyc05g015510.3.1	101246055	EntrezGene	DEPENDENT	-	-	-
Solyc05g015520.3	Solyc05g015520.3.1	Solyc05g015520.3.1	101246347	EntrezGene	DEPENDENT	-	-	-
Solyc05g015530.3	Solyc05g015530.3.1	Solyc05g015530.3.1	101246823	EntrezGene	DEPENDENT	-	-	-
Solyc05g015630.3	Solyc05g015630.3.1	Solyc05g015630.3.1	101248576	EntrezGene	DEPENDENT	-	-	-
Solyc05g015640.3	Solyc05g015640.3.1	Solyc05g015640.3.1	101248296	EntrezGene	DEPENDENT	-	-	-
Solyc05g015700.1	Solyc05g015700.1.1	Solyc05g015700.1.1.1	101249266	EntrezGene	DEPENDENT	-	-	-
Solyc05g015710.3	Solyc05g015710.3.1	Solyc05g015710.3.1	101249549	EntrezGene	DEPENDENT	-	-	-
Solyc05g015750.3	Solyc05g015750.3.1	Solyc05g015750.3.1	543885	EntrezGene	DEPENDENT	-	-	-
Solyc05g015840.3	Solyc05g015840.3.1	Solyc05g015840.3.1	101251286	EntrezGene	DEPENDENT	-	-	-
Solyc05g015880.3	Solyc05g015880.3.1	Solyc05g015880.3.1	101252392	EntrezGene	DEPENDENT	-	-	-
Solyc05g015890.3	Solyc05g015890.3.1	Solyc05g015890.3.1	101252688	EntrezGene	DEPENDENT	-	-	-
Solyc05g015910.1	Solyc05g015910.1.1	Solyc05g015910.1.1.1	101247917	EntrezGene	DEPENDENT	-	-	-
Solyc05g015920.3	Solyc05g015920.3.1	Solyc05g015920.3.1	101248198	EntrezGene	DEPENDENT	-	-	-
Solyc05g015950.3	Solyc05g015950.3.1	Solyc05g015950.3.1	101253589	EntrezGene	DEPENDENT	-	-	-
Solyc05g016030.3	Solyc05g016030.3.1	Solyc05g016030.3.1	101254488	EntrezGene	DEPENDENT	-	-	-
Solyc05g016230.3	Solyc05g016230.3.1	Solyc05g016230.3.1	101256776	EntrezGene	DEPENDENT	-	-	-
Solyc05g016250.3	Solyc05g016250.3.1	Solyc05g016250.3.1	101252879	EntrezGene	DEPENDENT	-	-	-
Solyc05g016310.1	Solyc05g016310.1.1	Solyc05g016310.1.1.1	101257664	EntrezGene	DEPENDENT	-	-	-
Solyc05g016330.3	Solyc05g016330.3.1	Solyc05g016330.3.1	101257962	EntrezGene	DEPENDENT	-	-	-
Solyc05g016410.3	Solyc05g016410.3.1	Solyc05g016410.3.1	101258260	EntrezGene	DEPENDENT	-	-	-
Solyc05g016690.3	Solyc05g016690.3.1	Solyc05g016690.3.1	101259154	EntrezGene	DEPENDENT	-	-	-
Solyc05g017860.3	Solyc05g017860.3.1	Solyc05g017860.3.1	101261230	EntrezGene	DEPENDENT	-	-	-
Solyc05g017950.3	Solyc05g017950.3.1	Solyc05g017950.3.1	544309	EntrezGene	DEPENDENT	-	-	-
Solyc05g017980.3	Solyc05g017980.3.1	Solyc05g017980.3.1	101263315	EntrezGene	DEPENDENT	-	-	-
Solyc05g018120.1	Solyc05g018120.1.1	Solyc05g018120.1.1.1	101263908	EntrezGene	DEPENDENT	-	-	-
Solyc05g018150.3	Solyc05g018150.3.1	Solyc05g018150.3.1	101265025	EntrezGene	DEPENDENT	-	-	-
Solyc05g018180.3	Solyc05g018180.3.1	Solyc05g018180.3.1	101265640	EntrezGene	DEPENDENT	-	-	-
Solyc05g018210.3	Solyc05g018210.3.1	Solyc05g018210.3.1	101266511	EntrezGene	DEPENDENT	-	-	-
Solyc05g018233.1	Solyc05g018233.1.1	Solyc05g018233.1.1	101265922	EntrezGene	DEPENDENT	-	-	-
Solyc05g018300.3	Solyc05g018300.3.1	Solyc05g018300.3.1	101265334	EntrezGene	DEPENDENT	-	-	-
Solyc05g018320.3	Solyc05g018320.3.1	Solyc05g018320.3.1	101266219	EntrezGene	DEPENDENT	-	-	-
Solyc05g018390.3	Solyc05g018390.3.1	Solyc05g018390.3.1	101268103	EntrezGene	DEPENDENT	-	-	-
Solyc05g018490.3	Solyc05g018490.3.1	Solyc05g018490.3.1	101243891	EntrezGene	DEPENDENT	-	-	-
Solyc05g018500.3	Solyc05g018500.3.1	Solyc05g018500.3.1	101244187	EntrezGene	DEPENDENT	-	-	-
Solyc05g018510.3	Solyc05g018510.3.1	Solyc05g018510.3.1	101244486	EntrezGene	DEPENDENT	-	-	-
Solyc05g018520.3	Solyc05g018520.3.1	Solyc05g018520.3.1	101244772	EntrezGene	DEPENDENT	-	-	-
Solyc05g018570.3	Solyc05g018570.3.1	Solyc05g018570.3.1	101245359	EntrezGene	DEPENDENT	-	-	-
Solyc05g018590.3	Solyc05g018590.3.1	Solyc05g018590.3.1	101245649	EntrezGene	DEPENDENT	-	-	-
Solyc05g018600.3	Solyc05g018600.3.1	Solyc05g018600.3.1	101245946	EntrezGene	DEPENDENT	-	-	-
Solyc05g018820.1	Solyc05g018820.1.1	Solyc05g018820.1.1.1	104647394	EntrezGene	DEPENDENT	-	-	-
Solyc05g018880.1	Solyc05g018880.1.1	Solyc05g018880.1.1.1	101249640	EntrezGene	DEPENDENT	-	-	-
Solyc05g021100.2	Solyc05g021100.2.1	Solyc05g021100.2.1	101250798	EntrezGene	DEPENDENT	-	-	-
Solyc05g021140.1	Solyc05g021140.1.1	Solyc05g021140.1.1.1	104647504	EntrezGene	DEPENDENT	-	-	-
Solyc05g021390.3	Solyc05g021390.3.1	Solyc05g021390.3.1	101251676	EntrezGene	DEPENDENT	-	-	-
Solyc05g023680.3	Solyc05g023680.3.1	Solyc05g023680.3.1	101264121	EntrezGene	DEPENDENT	-	-	-
Solyc05g023750.3	Solyc05g023750.3.1	Solyc05g023750.3.1	104647411	EntrezGene	DEPENDENT	-	-	-
Solyc05g023760.3	Solyc05g023760.3.1	Solyc05g023760.3.1	101055499	EntrezGene	DEPENDENT	-	-	-
Solyc05g023800.3	Solyc05g023800.3.1	Solyc05g023800.3.1	778289	EntrezGene	DEPENDENT	-	-	-
Solyc05g023900.1	Solyc05g023900.1.1	Solyc05g023900.1.1.1	101253485	EntrezGene	DEPENDENT	-	-	-
Solyc05g024010.3	Solyc05g024010.3.1	Solyc05g024010.3.1	101254090	EntrezGene	DEPENDENT	-	-	-
Solyc05g024210.1	Solyc05g024210.1.1	Solyc05g024210.1.1	109120336	EntrezGene	DEPENDENT	-	-	-
Solyc05g024260.3	Solyc05g024260.3.1	Solyc05g024260.3.1	101255592	EntrezGene	DEPENDENT	-	-	-
Solyc05g024290.3	Solyc05g024290.3.1	Solyc05g024290.3.1	101256183	EntrezGene	DEPENDENT	-	-	-
Solyc05g024340.1	Solyc05g024340.1.1	Solyc05g024340.1.1.1	101256487	EntrezGene	DEPENDENT	-	-	-
Solyc05g024415.1	Solyc05g024415.1.1	Solyc05g024415.1.1	101257076	EntrezGene	DEPENDENT	-	-	-
Solyc05g024430.3	Solyc05g024430.3.1	Solyc05g024430.3.1	101257372	EntrezGene	DEPENDENT	-	-	-
Solyc05g025500.3	Solyc05g025500.3.1	Solyc05g025500.3.1	101257963	EntrezGene	DEPENDENT	-	-	-
Solyc05g025510.3	Solyc05g025510.3.1	Solyc05g025510.3.1	101258261	EntrezGene	DEPENDENT	-	-	-
Solyc05g025590.3	Solyc05g025590.3.1	Solyc05g025590.3.1	101259439	EntrezGene	DEPENDENT	-	-	-
Solyc05g025900.3	Solyc05g025900.3.1	Solyc05g025900.3.1	101263316	EntrezGene	DEPENDENT	-	-	-
Solyc05g026130.3	Solyc05g026130.3.1	Solyc05g026130.3.1	101264931	EntrezGene	DEPENDENT	-	-	-
Solyc05g026210.1	Solyc05g026210.1.1	Solyc05g026210.1.1	101262815	EntrezGene	DEPENDENT	-	-	-
Solyc05g026490.3	Solyc05g026490.3.1	Solyc05g026490.3.1	101267404	EntrezGene	DEPENDENT	-	-	-
Solyc05g026540.3	Solyc05g026540.3.1	Solyc05g026540.3.1	101267991	EntrezGene	DEPENDENT	-	-	-
Solyc05g026550.3	Solyc05g026550.3.1	Solyc05g026550.3.1	101268280	EntrezGene	DEPENDENT	-	-	-
Solyc05g026560.3	Solyc05g026560.3.1	Solyc05g026560.3.1	101268761	EntrezGene	DEPENDENT	-	-	-
Solyc05g026570.3	Solyc05g026570.3.1	Solyc05g026570.3.1	101243784	EntrezGene	DEPENDENT	-	-	-
Solyc05g032850.3	Solyc05g032850.3.1	Solyc05g032850.3.1	101248578	EntrezGene	DEPENDENT	-	-	-
Solyc05g032660.3	Solyc05g032660.3.1	Solyc05g032660.3.1	101247221	EntrezGene	DEPENDENT	-	-	-
Solyc05g039960.1	Solyc05g039960.1.1	Solyc05g039960.1.1.1	109120294	EntrezGene	DEPENDENT	-	-	-
Solyc05g040040.1	Solyc05g040040.1.1	Solyc05g040040.1.1.1	101257863	EntrezGene	DEPENDENT	-	-	-
Solyc05g041140.3	Solyc05g041140.3.1	Solyc05g041140.3.1	101257668	EntrezGene	DEPENDENT	-	-	-
Solyc05g041200.3	Solyc05g041200.3.1	Solyc05g041200.3.1	101257377	EntrezGene	DEPENDENT	-	-	-
Solyc05g041430.3	Solyc05g041430.3.1	Solyc05g041430.3.1	101256186	EntrezGene	DEPENDENT	-	-	-
Solyc05g041590.3	Solyc05g041590.3.1	Solyc05g041590.3.1	101249269	EntrezGene	DEPENDENT	-	-	-
Solyc05g041870.1	Solyc05g041870.1.1	Solyc05g041870.1.1.1	104647629	EntrezGene	DEPENDENT	-	-	-
Solyc05g041910.3	Solyc05g041910.3.1	Solyc05g041910.3.1	101254097	EntrezGene	DEPENDENT	-	-	-
Solyc05g041920.3	Solyc05g041920.3.1	Solyc05g041920.3.1	101253789	EntrezGene	DEPENDENT	-	-	-
Solyc05g042030.3	Solyc05g042030.3.1	Solyc05g042030.3.1	101253288	EntrezGene	DEPENDENT	-	-	-
Solyc05g042040.3	Solyc05g042040.3.1	Solyc05g042040.3.1	101252989	EntrezGene	DEPENDENT	-	-	-
Solyc05g043330.3	Solyc05g043330.3.1	Solyc05g043330.3.1	101250696	EntrezGene	DEPENDENT	-	-	-
Solyc05g043360.2	Solyc05g043360.2.1	Solyc05g043360.2.1	101250120	EntrezGene	DEPENDENT	-	-	-
Solyc05g044480.3	Solyc05g044480.3.1	Solyc05g044480.3.1	101249085	EntrezGene	DEPENDENT	-	-	-
Solyc05g044630.3	Solyc05g044630.3.1	Solyc05g044630.3.1	101247026	EntrezGene	DEPENDENT	-	-	-
Solyc05g045660.3	Solyc05g045660.3.1	Solyc05g045660.3.1	101246432	EntrezGene	DEPENDENT	-	-	-
Solyc05g045880.1	Solyc05g045880.1.1	Solyc05g045880.1.1	104647604	EntrezGene	DEPENDENT	-	-	-
Solyc05g046010.3	Solyc05g046010.3.1	Solyc05g046010.3.1	101244958	EntrezGene	DEPENDENT	-	-	-
Solyc05g046120.3	Solyc05g046120.3.1	Solyc05g046120.3.1	101244082	EntrezGene	DEPENDENT	-	-	-
Solyc05g046130.3	Solyc05g046130.3.1	Solyc05g046130.3.1	101243788	EntrezGene	DEPENDENT	-	-	-
Solyc05g046140.3	Solyc05g046140.3.1	Solyc05g046140.3.1	101268283	EntrezGene	DEPENDENT	-	-	-
Solyc05g046270.3	Solyc05g046270.3.1	Solyc05g046270.3.1	101266224	EntrezGene	DEPENDENT	-	-	-
Solyc05g046290.3	Solyc05g046290.3.1	Solyc05g046290.3.1	101265927	EntrezGene	DEPENDENT	-	-	-
Solyc05g046300.3	Solyc05g046300.3.1	Solyc05g046300.3.1	101265643	EntrezGene	DEPENDENT	-	-	-
Solyc05g046310.3	Solyc05g046310.3.1	Solyc05g046310.3.1	101265337	EntrezGene	DEPENDENT	-	-	-
Solyc05g046320.1	Solyc05g046320.1.1	Solyc05g046320.1.1.1	101252288	EntrezGene	DEPENDENT	-	-	-
Solyc05g046340.2	Solyc05g046340.2.1	Solyc05g046340.2.1	101264724	EntrezGene	DEPENDENT	-	-	-
Solyc05g047390.1	Solyc05g047390.1.1	Solyc05g047390.1.1.1	101264426	EntrezGene	DEPENDENT	-	-	-
Solyc05g047460.3	Solyc05g047460.3.1	Solyc05g047460.3.1	100736463	EntrezGene	DEPENDENT	-	-	-
Solyc05g047530.3	Solyc05g047530.3.1	Solyc05g047530.3.1	101262919	EntrezGene	DEPENDENT	-	-	-
Solyc05g047570.2	Solyc05g047570.2.1	Solyc05g047570.2.1	544021	EntrezGene	DEPENDENT	-	-	-
Solyc05g047590.3	Solyc05g047590.3.1	Solyc05g047590.3.1	101261415	EntrezGene	DEPENDENT	-	-	-
Solyc05g047600.3	Solyc05g047600.3.1	Solyc05g047600.3.1	101261122	EntrezGene	DEPENDENT	-	-	-
Solyc05g047690.3	Solyc05g047690.3.1	Solyc05g047690.3.1	101260232	EntrezGene	DEPENDENT	-	-	-
Solyc05g048740.3	Solyc05g048740.3.1	Solyc05g048740.3.1	101249086	EntrezGene	DEPENDENT	-	-	-
Solyc05g048760.3	Solyc05g048760.3.1	Solyc05g048760.3.1	778245	EntrezGene	DEPENDENT	-	-	-
Solyc05g048770.3	Solyc05g048770.3.1	Solyc05g048770.3.1	101259636	EntrezGene	DEPENDENT	-	-	-
Solyc05g048790.1	Solyc05g048790.1.1	Solyc05g048790.1.1.1	104644289	EntrezGene	DEPENDENT	-	-	-
Solyc05g048820.3	Solyc05g048820.3.1	Solyc05g048820.3.1	101259048	EntrezGene	DEPENDENT	-	-	-
Solyc05g048830.3	Solyc05g048830.3.1	Solyc05g048830.3.1	101258753	EntrezGene	DEPENDENT	-	-	-
Solyc05g049870.3	Solyc05g049870.3.1	Solyc05g049870.3.1	101258156	EntrezGene	DEPENDENT	-	-	-
Solyc05g049880.3	Solyc05g049880.3.1	Solyc05g049880.3.1	101257862	EntrezGene	DEPENDENT	-	-	-
Solyc05g049900.3	Solyc05g049900.3.1	Solyc05g049900.3.1	101257565	EntrezGene	DEPENDENT	-	-	-
Solyc05g049940.3	Solyc05g049940.3.1	Solyc05g049940.3.1	101257265	EntrezGene	DEPENDENT	-	-	-
Solyc05g049970.3	Solyc05g049970.3.1	Solyc05g049970.3.1	100736474	EntrezGene	DEPENDENT	-	-	-
Solyc05g050010.3	Solyc05g050010.3.1	Solyc05g050010.3.1	778356	EntrezGene	DEPENDENT	-	-	-
Solyc05g050020.3	Solyc05g050020.3.1	Solyc05g050020.3.1	101254901	EntrezGene	DEPENDENT	-	-	-
Solyc05g050050.1	Solyc05g050050.1.1	Solyc05g050050.1.1	101247027	EntrezGene	DEPENDENT	-	-	-
Solyc05g050060.1	Solyc05g050060.1.1	Solyc05g050060.1.1	104647595	EntrezGene	DEPENDENT	-	-	-
Solyc05g050110.3	Solyc05g050110.3.1	Solyc05g050110.3.1	101254096	EntrezGene	DEPENDENT	-	-	-
Solyc05g050120.3	Solyc05g050120.3.1	Solyc05g050120.3.1	543522	EntrezGene	DEPENDENT	-	-	-
Solyc05g050130.3	Solyc05g050130.3.1	Solyc05g050130.3.1	101253788	EntrezGene	DEPENDENT	-	-	-
Solyc05g050220.3	Solyc05g050220.3.1	Solyc05g050220.3.1	101252588	EntrezGene	DEPENDENT	-	-	-
Solyc05g050350.2	Solyc05g050350.2.1	Solyc05g050350.2.1	101244669	EntrezGene	DEPENDENT	-	-	-
Solyc05g050360.3	Solyc05g050360.3.1	Solyc05g050360.3.1	101250508	EntrezGene	DEPENDENT	-	-	-
Solyc05g050470.1	Solyc05g050470.1.1	Solyc05g050470.1.1	109120306	EntrezGene	DEPENDENT	-	-	-
Solyc05g050510.3	Solyc05g050510.3.1	Solyc05g050510.3.1	101248780	EntrezGene	DEPENDENT	-	-	-
Solyc05g050560.1	Solyc05g050560.1.1	Solyc05g050560.1.1.1	101247327	EntrezGene	DEPENDENT	-	-	-
Solyc05g050570.3	Solyc05g050570.3.1	Solyc05g050570.3.1	101247025	EntrezGene	DEPENDENT	-	-	-
Solyc05g050580.3	Solyc05g050580.3.1	Solyc05g050580.3.1	101246723	EntrezGene	DEPENDENT	-	-	-
Solyc05g050590.3	Solyc05g050590.3.1	Solyc05g050590.3.1	101246431	EntrezGene	DEPENDENT	-	-	-
Solyc05g050600.3	Solyc05g050600.3.1	Solyc05g050600.3.1	101246142	EntrezGene	DEPENDENT	-	-	-
Solyc05g050670.2	Solyc05g050670.2.1	Solyc05g050670.2.1	104647683	EntrezGene	DEPENDENT	-	-	-
Solyc05g050700.1	Solyc05g050700.1.1	Solyc05g050700.1.1.1	101267314	EntrezGene	DEPENDENT	-	-	-
Solyc05g050750.1	Solyc05g050750.1.1	Solyc05g050750.1.1.1	101244290	EntrezGene	DEPENDENT	-	-	-
Solyc05g050770.3	Solyc05g050770.3.1	Solyc05g050770.3.1	101266126	EntrezGene	DEPENDENT	-	-	-
Solyc05g050780.3	Solyc05g050780.3.1	Solyc05g050780.3.1	104647586	EntrezGene	DEPENDENT	-	-	-
Solyc05g050800.3	Solyc05g050800.3.1	Solyc05g050800.3.1	101243998	EntrezGene	DEPENDENT	-	-	-
Solyc05g050840.3	Solyc05g050840.3.1	Solyc05g050840.3.1	101268686	EntrezGene	DEPENDENT	-	-	-
Solyc05g050860.1	Solyc05g050860.1.1	Solyc05g050860.1.1.1	101264934	EntrezGene	DEPENDENT	-	-	-
Solyc05g050930.2	Solyc05g050930.2.1	Solyc05g050930.2.1.1	101266639	EntrezGene	DEPENDENT	-	-	-
Solyc05g050980.3	Solyc05g050980.3.1	Solyc05g050980.3.1	101265440	EntrezGene	DEPENDENT	-	-	-
Solyc05g050990.1	Solyc05g050990.1.1	Solyc05g050990.1.1.1	101265133	EntrezGene	DEPENDENT	-	-	-
Solyc05g051000.3	Solyc05g051000.3.1	Solyc05g051000.3.1	101264827	EntrezGene	DEPENDENT	-	-	-
Solyc05g051030.3	Solyc05g051030.3.1	Solyc05g051030.3.1	101264011	EntrezGene	DEPENDENT	-	-	-
Solyc05g051040.3	Solyc05g051040.3.1	Solyc05g051040.3.1	101263708	EntrezGene	DEPENDENT	-	-	-
Solyc05g051050.3	Solyc05g051050.3.1	Solyc05g051050.3.1	101263118	EntrezGene	DEPENDENT	-	-	-
Solyc05g051190.1	Solyc05g051190.1.1	Solyc05g051190.1.1	109120357	EntrezGene	DEPENDENT	-	-	-
